molecule,smiles,condition,scaffold_cond,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x734111255f50>,CC(C)=CC(=O)C1=C(COC2=CC(=O)C=C2)C(C)=C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7204221744636051,3.460615795391437,3.2077000000000018,43.370000000000005,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256030>,CC(C)=CC1=C(C)C(=O)C(=C(C)OC2C=CC2)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.33805735035335394,4.021381860597722,3.040000000000002,43.370000000000005,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111255fc0>,CC1=CC(=O)C(C(O)=CC(=O)OC(C)(C)C)C(=O)O1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.35232574918942283,3.5955551541613016,1.4159,89.9,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112560a0>,CCC(C)(C)C1=C(COC(=O)C=C(C)C)C(=O)CC1=C(C)OC,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.41949007084336304,3.5134559268199874,4.121800000000004,52.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256110>,CC1=CC(=O)C(=CC(=O)OC(C)C(=O)N(C)C)C(=O)C1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4247230724763283,3.4831872095060623,0.42089999999999983,80.75,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256180>,CCC(C)(C)C1=C(C)C(=CC(=O)OC2=CC=C(C)CC2)N=C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5239648788129075,3.779035058333635,5.264700000000006,38.66,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112561f0>,COC(=O)C1=C(C)OC(=O)CC1OC(=O)C(C)=C(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.44467646003399336,3.6066602864291397,1.6483999999999999,78.9,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256260>,CCC(OC(=O)C=C1C(=O)C=C(C)C(C)(OC)C1=O)C(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4520735569296515,4.21773191445008,2.783900000000001,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112562d0>,CC(C)(C)CC1=C(COC(=O)C=C2C=CC(=O)C=C2)C(O)CO1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6354990466746449,3.92169559114594,2.2325,72.83000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256340>,CN(C)C(=O)C1=C(C(=O)OC2C=CC(=O)C2)C(O)=C1C(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.8002468942103159,3.845793613123961,1.6837999999999997,83.91,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256420>,CCOC(=O)c1c(COC(=O)C=C(C)C)cc(C)oc1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6108568207497352,2.6328963676849177,2.1343199999999998,82.81,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112563b0>,CC1C=CC(=O)C1=CC(=O)OC(=CC(C)(C)C)C(F)(F)F,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.443377748097863,4.192000537505374,3.7233000000000027,43.370000000000005,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256490>,COC(=O)C1=CC(OC(C)=CC(=O)C=CC(C)C)=CC1OC,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.41098316332844714,4.1825800135037685,2.700000000000001,61.83,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256500>,CC(C)=CCC1=C(COC(=O)C=C(C)C)C(C)=C1C(=O)OCCO,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4195458505625863,3.232106602066941,3.0143000000000018,72.83000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256570>,CC1=CC(C)(C)C(=O)C(C)=C1C(=O)OC(C)C(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7208274141932461,3.72734378938772,3.835900000000003,43.370000000000005,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112565e0>,CC(C)=CC(=O)OCC1=C(C(=O)C=C(C)C)C(O)CC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6154513215951148,3.7151953626801992,1.6613999999999998,80.67,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256650>,CC(=CC(=O)OCC(F)(F)F)c1c(C)cc(=O)oc1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6342018124535468,2.8150421267523846,2.7654400000000017,56.51,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112566c0>,CC1=C(C(=O)OC2C=CC(=O)C=C2)C(C)(C)O1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6819533059937921,3.796773270803767,1.6761,52.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256730>,COC(=O)C(OC(=O)C=C1C(=O)C=C(C)CC1=O)C(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.438839507038799,3.60315480323964,1.1417999999999995,86.74000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112567a0>,CC1=CC=C(OCC(=O)C2=C(C(=O)OC(C)(C)C)NC2=O)C1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6151322219771552,3.478998976482715,1.5315999999999999,81.70000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256810>,CC(C)(C)C(C#N)(OC(=O)C=C1C(=O)C=CCC1=O)C(F)(F)F,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.44119965825697255,4.094764356279111,2.424880000000001,84.22999999999999,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256880>,CC1=C(C(=O)OC2C=CC(=O)C=C2)C(C)(C)O1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6819533059937921,3.796773270803767,1.6761,52.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112568f0>,CCCC(=O)C1=C(C(=O)C(C)OC2=CC=CC2)OC(C)C=C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7167907771348766,4.3517604113768815,3.7927000000000026,52.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256960>,CC(=O)NC(C(=O)OCC1=C(C)C(=O)C=C1C)C(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7747051270488645,3.1781617657190804,1.5357999999999996,72.47,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112569d0>,COC(=O)C1=C(C)C(OC(=O)C=C(C)C)C(=O)CC1O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6047190906915211,3.877447000151207,0.6876,89.9,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256a40>,C=CC(C)(C)CCC1=C(C)C(=O)C(=O)OCC=C1C(=O)NC,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4794317672411394,3.489994975223892,2.0935999999999995,72.47,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256ab0>,CC1=C(C(=O)OC2C=CC(=O)C=C2)C(C)(C)OC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7002738103478037,3.6132978123027986,1.2451999999999999,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256b20>,CC(=O)NCC(=O)N=CC1C(=O)C=C(OC(C)=O)C(C)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.42744764541838803,4.32307347645377,-0.42900000000000027,118.97,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256b90>,CC=C(C)C1=C(COC(=O)C=C(C)C)C(=O)OCC1(C)O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.634475021256001,3.9858952228200586,2.0664000000000002,72.83000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256c00>,CC(=O)OC1=C(C)C(C)C(C)=C(C(=O)OCC(C)C)C(=O)C1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5896867513047492,3.569696873450246,2.948100000000001,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256c70>,CC(=O)C1=C(C)OC(=O)CC(OC(=O)C(C)(C)C)=C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7272048094843405,3.305296790866551,2.659600000000001,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256ce0>,CC1=CC=CC1OC(=O)C1=C(CC(C)=C(C)C)C(C)(O)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.492570390203553,4.498635545419287,2.7910000000000017,63.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256d50>,CCC(C)C1=C(C)C(OC(=O)C(C)N(C)c2cc2=O)C(=O)C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5942088610858541,4.514635137517318,2.2403000000000004,63.68,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256dc0>,CCC(C)(C)c1c(COC(=O)C=C(C)C)c(=O)cc(OC)n1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5966147807601163,3.2155420806661414,3.0909000000000013,57.53000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256e30>,CC1=CCC(=O)OC(C)=C(C(=O)OC(C)C)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5520282906923697,3.1889499595434696,1.6743,69.67,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256ea0>,COC(=O)C(OC(=O)C=C1CC(=O)C(C)=CC1=O)C(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5802792666405844,3.7075146872154274,1.5318999999999994,86.74000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256f80>,C=CC(=O)OC1C(=C)C(COC(C)=O)=CC(C)=C(OC(C)=O)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4273737351286396,3.9913424683159695,1.5496999999999999,95.97000000000003,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256f10>,CC(=O)C1=C(COC(=O)C=C(C)C)C(=O)C(C)C(=O)CC1O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4709860121200941,3.960894487203455,0.9202999999999999,97.74000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111256ff0>,CC1=C(C(=O)OC(C)C)C(C)C(=O)CC(C)(C)OC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7260196446374936,3.4726758798854576,2.1852,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257060>,CC1=CC(=O)C(=CC(=O)OC(C)C(N)=O)C(C)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5738708901281315,3.806196740483297,0.06399999999999995,103.53,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112570d0>,CC(C)(C)C(=O)C=C(OC(=O)C=C1CC=CC1=O)C(F)(F)F,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4560176050840946,3.6041638430167167,3.046400000000002,60.440000000000005,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257140>,CC(C)=CCC1=C(OC(=O)C(C)(C)O)COC(=O)C=C(C)C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6359631439505233,4.019902074662423,3.050100000000002,72.83,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112571b0>,C=CC(=O)OC=C1C(=O)C(C(=C)C)C(C)=CC1(C)OC(C)=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.3454881200791333,4.624919588418029,2.6426000000000007,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257220>,COC(=O)C1=C(C)OC(=O)C=C(C)C1OC(=O)CC(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5875918349562887,3.5355527438955896,2.2845000000000004,78.9,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257290>,CC1=CC(=O)C(C(=O)OCC=CC(C)(C)C)=C(C)C(OC(=O)CO)C1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.46467555477170125,3.903713048354742,2.2716000000000007,89.90000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257300>,C=CC(OC(=O)C=C1C(=O)C=C(C)C(C=C)C1C)C(=O)NC(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4723387496669691,4.62896838393252,2.8926000000000007,72.47,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112573e0>,CC1=CC(=O)C(=CC(=O)OC(C)C(=O)NC(C)(C)C)CC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6257955750950941,3.3709146872154268,1.2473999999999998,89.54,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257370>,COC(=O)C1=C(COC(=O)C=C(C)C)C(=O)OC1C(=O)N(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.3977082742275697,3.5450136131239613,-0.02100000000000013,99.21,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257450>,COC(=O)C1=C(C)OC(=O)C(C)=C(C(=O)OC)C1C(=O)OC,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5398695019033958,3.2450580070534834,0.2688999999999999,105.2,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112574c0>,CC(C)=CC(=O)OCC1=C(C(=O)OC(C)C)C(C)=C(O)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6180695659250062,3.126233478644247,2.1587000000000005,89.9,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257530>,CCC(C)=CC(=O)OC(C)=CC1=C(C(=O)OC)C(O)C(C)=C1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4799607343080615,4.043259584604789,2.580100000000001,72.83,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112575a0>,CC1=CC(OC(=O)C2=C(C)C(=O)OC2(C)C)C=CC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7169580363725814,4.020970970810071,1.6353,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257610>,CC(C)(C)OC(=O)C1=C(C(=O)OC2C=CC(=O)C2)OC1O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7510572276262651,4.0604444786154374,0.37159999999999976,99.13000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257680>,CC1=CC(=O)C(=CC(=O)OC(C)C(N)=O)C(C)C1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5738708901281315,3.806196740483297,0.06399999999999995,103.53,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112576f0>,CC(=O)C1=C(C)C(OC(=O)C=C(C)C)C(=O)CC1O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6109113292189055,3.97016628522427,1.1036,80.67,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257760>,CCOC(=O)C1=C(C)OC(=O)C(C)=C(C(=O)OCC)C1=C(C)O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.47997864688534064,3.0280951575892194,2.0919000000000003,99.13000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257840>,COC(C)(C)C(C)OC(=O)C=C1C(=O)C=C(C)C(=O)C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5856910445264718,4.182129460300419,2.0037000000000003,69.67,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112577d0>,CC(=O)C(C)OC(=O)C=C(C)C1C(=O)C=C(C)C(=O)C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5830216199010724,4.0780010443221695,1.8038000000000003,77.51,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x7341112578b0>,CCOC1=C(OC(C)=O)C(=O)C=C(C)C(=O)CC1OC(C)=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7201105495101842,3.5005476482652664,1.2175,95.97,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257990>,CC1=CC(=O)C(=CC(=O)OC(C)C(=O)NC(C)(C)C)CC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6257955750950941,3.3709146872154268,1.2473999999999998,89.54,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257920>,CC(C)(C)C1=C(COC(=O)C2=CC(=O)C=C2)C(C)(C)O1,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7436672849841349,3.3432986691214808,2.703900000000001,52.60000000000001,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257a00>,CC1=CC(C)(C)C(=O)C(C(=O)OCC(=O)OC(C)C)=C1C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5877708018745682,2.996159005047554,2.3529,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257a70>,CCC1=C(C(=O)OC2=CC(=O)C=C2)C(C)(C)OC1=O,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7223254221406117,3.3482118394521194,1.5943999999999998,69.67000000000002,0.215,0.927,1.0
<rdkit.Chem.rdchem.Mol object at 0x734111257b50>,COC(=O)C(C)=C1C(=O)C(C)=C(C)C(=O)C1(OC(C)=O)OC(C)(C)C,0.6,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.43549255773717205,3.8776993620410565,2.0385999999999997,95.97000000000001,0.215,0.927,1.0
