molecule,smiles,condition,scaffold_cond,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x78399da79ee0>,CCOC(=O)C1=C(COC(=O)C2=CCC(=O)C2)C(=O)OC1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5288526212397512,3.322522135021029,0.23539999999999983,95.97000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da79f50>,CC1=C2C(=O)CCOC(=O)C=C1C(=O)COC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.43943655260887776,4.382338193399095,-0.12880000000000003,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da79fc0>,COC(=O)NC1=C(C)N(CC2=CC(=O)OC2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.708803210580757,3.1410443113922284,-0.10070000000000001,84.94,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a030>,CC1=C(C(=O)OCC(=O)OCC(=O)CC(C)C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.28111386475599653,2.822448025621769,0.08789999999999965,113.04000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a0a0>,CC(C)=CC(=O)OCC1=CC(=C2OC(=O)C2=O)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.41504113968587114,3.296057993298273,0.3848999999999998,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a110>,COC(=O)C1=C2CCC(=O)OC(C)=CC=C1C(=O)C(=O)OC2,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4004338573040139,4.640337396179494,0.7490999999999995,95.97,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a180>,CC1=C(COC(=O)C2=C(C)OC(=O)CC2)C(=O)OC(C)(C)C1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5871417546461873,3.3897288330668083,2.1826,78.9,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a1f0>,CC(=O)NC1=C(NC(=O)C2=CCC(=O)C2)N(C)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6943117281608575,3.478034463886508,-0.8308999999999997,95.58000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a260>,CCC1=C(C(=O)OCC=C(O)OC)C(=O)C1=C1CC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.350783280757893,3.540180526886358,1.1341,89.9,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a2d0>,COC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2=O)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7529808165872122,3.2525721185948395,0.37219999999999986,102.00999999999999,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a340>,CC(=O)NC1=C(C#CC(=O)OC2=CCC(=O)C2)C(=O)C1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.43899711747501363,3.934301249936892,0.14279999999999982,89.53999999999999,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a3b0>,CC(=O)CC(=O)OC1C=C(C(=O)OCC2=C(C)COC2=O)C1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4030325761266379,3.7524903133733902,0.6238999999999999,95.97000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a420>,CC1=C2COC(=O)C1=CC(=O)OCCC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5512410013709491,4.376384822033376,0.3020999999999999,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a490>,CC(=O)NC1=C(C)N(CC(=O)OC2=CCC(=O)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.729810588719585,3.3358363082119507,-0.013799999999999812,92.78,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a500>,CCC(=O)NC1=C(C)N(CC(=O)OC2=CC(=O)C(=O)CC2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5614088148432204,3.1912055297976556,-0.054600000000000426,109.85,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a570>,COC(=O)C(=O)OCC1=C(C(=O)OC)C(=O)SC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.27818879134717345,3.1360255589091324,-1.0278,113.03999999999999,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a5e0>,CC1=C2COC(=O)C1=CC(=O)CCOC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5512410013709491,4.368501954900509,0.3020999999999998,69.67,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a650>,CC(C)=CC(=O)OCC1=C(C)C(=C2COC2=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4379768867087661,3.3880260518016936,1.18,78.90000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a6c0>,CC1=C2CC(=O)OCC(=C2C)C(=O)OCC(=O)C(=O)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.35484409901765335,4.695630347204688,0.19289999999999985,95.97000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a730>,CC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7763647816665781,3.33787989795554,0.9733,75.71000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a7a0>,CC(=O)NC1=C(C)N(CC(=O)OC2=CCC(=O)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.729810588719585,3.3358363082119507,-0.013799999999999812,92.78,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a810>,CCC1=C2COC(=O)C=C1CCOC(=O)CO2,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6399518410191578,4.625335620833295,1.0972,61.83,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a880>,CC(=O)OC1C=C2C(=O)OCC(=C2C)C(=O)OCC(=O)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.48260832485353033,5.069259758684347,-0.22470000000000012,105.2,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a8f0>,COC(=O)NC1=C(C)N(CC2=CC(=O)C(=O)OC2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.550423057936384,3.2645157953914374,-0.5315999999999999,102.01000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a960>,CC(=O)NC1=C(C)N(CC(=O)OC2=CCC(=O)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.729810588719585,3.3358363082119507,-0.013799999999999812,92.78,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7a9d0>,CCOC(=O)C1=C(COC(=O)C=C(C)C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.23715117476058964,2.889322471733962,0.43889999999999985,95.97,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7aa40>,CCOC(=O)COC(=O)C1=C(C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.2833331964439535,2.584334274148249,-0.5074000000000003,95.97000000000003,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7aab0>,CC(C)=CC(=O)C(=O)OCc1c(C)c(=O)c1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.422799614946958,2.9570186797426548,0.16952000000000012,77.51,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ab20>,CCOC(=O)C1=C2COC(=O)C1=CCC(OC)=CCC(=O)O2,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5705955339725626,4.573060901854148,1.1541,88.13,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ab90>,CCOC(=O)c1oc(=O)cc(CC)c1C(=O)OC(C)=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6013179435582631,2.679723052285487,1.0822,99.88000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ac00>,CC1=C2COC(=O)CCC(O)C=C1C(=O)NC(=O)COC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.440599352547094,4.892108928637315,-0.8732000000000006,119.0,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ac70>,CC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7763647816665781,3.33787989795554,0.9733,75.71000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ace0>,CCCCNC(=O)C1=C2COC(=O)C1=CC(=O)CCO2,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6026756457247313,3.7903858843439373,0.6294,81.7,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ad50>,CCOC(=O)C1=C(COC(=O)C2=CCC(=O)C2)OC(=O)OC1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5421708559646343,3.611217934740351,0.8029,105.2,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7adc0>,CC1=C(COC(=O)CC2=CCC2)C(=O)OC1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5341685921215615,3.1834865872364446,1.5131999999999999,52.60000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ae30>,C=CCNC(=O)C1=C2OC(=O)C1=CCOC(=O)CC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4256468677775768,4.640239065153406,-0.4581000000000004,98.76999999999998,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7aea0>,CC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2=O)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7440547117154301,3.2345463676849153,0.15229999999999988,92.78,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7af10>,CC1=C2CC(=O)OCC(=C2C)C(C)CC(=O)C(=O)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4914838846664299,5.186355103210369,1.6759,69.67,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7af80>,Cc1c(COC(=O)CC(=O)OC(C)(C)C)c(=O)c1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4451151767467585,2.6445569498039525,0.36602,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7aff0>,CC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7763647816665781,3.33787989795554,0.9733,75.71000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b060>,COC(=O)c1c(COC(=O)C=C(C)C)c(=O)c1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4281752900232839,2.7103915307382316,0.0786,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b0d0>,Cc1c(C(=O)OCC(=O)OC(C)(C)C)c(=O)c1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5608866358863684,2.450413084854791,0.08952000000000004,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b140>,CCOC(=O)C1=C(COC(=O)C=C(C)C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.23715117476058964,2.889322471733962,0.43889999999999985,95.97,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b1b0>,COC(=O)C1C(=O)OC(=O)C=C(C)C(=O)C1=C1CC(=O)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.2770437095282522,3.738806831211668,-0.4246000000000003,113.04000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b220>,COC(=O)C1=C(COC(=O)C2=CC=C(C)OC2)C(=O)OC1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5480021946528575,3.470322665525008,0.4163999999999999,88.13000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b290>,CC(=O)NC1=C(C)N(CC(=O)Oc2cc2=O)C(=O)C1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7348817804288079,3.013271097370671,-0.5723000000000007,92.78,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b300>,CC(=O)NC1=C(C)N(CC2=CCC(=O)C2=O)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6927342894170282,3.3081260029149915,-0.3354999999999999,83.55000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b370>,CC1=C2COC(=O)C1=CC(=O)OCCCC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5786733895073838,4.29762330495768,0.6921999999999999,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b3e0>,CC(=O)NC1=C(C)N(CC(=O)OC2=CC=C(C)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7763647816665781,3.33787989795554,0.9733,75.71000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b450>,COC(=O)NC1=C(C)N(CC(=O)OC2=CC(=O)C(=O)C2)C1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5429204140670082,3.2998907626626375,-0.6149000000000009,119.07999999999998,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b4c0>,CC(C)=CC(=O)COC(=O)C1=C(C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.3125554278024417,2.99368383843054,0.4647999999999999,86.74000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b530>,CCC1=C2CCC(=O)OC(OC)C=C1C(=O)C(=O)OC2,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.555537136634007,5.185459059149688,1.0547999999999997,78.9,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b5a0>,CC(C)=CC(=O)OCC1=C(C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.40434128641100314,3.0071715522714078,0.8956999999999999,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b610>,COC(=O)C1=C(COC(=O)C=C(C)C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.2334847348442982,2.937225251216825,0.04879999999999973,95.97,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b680>,COC(=O)C1=C(COC(=O)C=C(C)C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.2334847348442982,2.937225251216825,0.04879999999999973,95.97,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b6f0>,CC(=O)NC1=C(C#CC(=O)OC2=CC=C(C)C2)C(=O)C1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.464020550302003,3.936307683503326,1.1299000000000001,72.47,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b760>,CC1=C2CC(=O)OC1=CC(=O)OCCOC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4438328418612542,4.525198100375028,0.23370000000000002,78.90000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b7d0>,CC(C)=CC(=O)OCC1=C(C)C(=O)OC1=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.40434128641100314,3.0071715522714078,0.8956999999999999,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b840>,CC1=CC(=O)OC(C)=C2OC(=O)C(=O)OCC(=C2C)C(C)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.38044267027900946,5.319805082483468,1.5001,88.13000000000001,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b8b0>,CC1=C2COC(=O)C1=CC(=O)OCCC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5512410013709491,4.376384822033376,0.3020999999999999,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b920>,CC1=C2COC(=O)C1=CC(C(=O)OC(C)C)OC(=O)CCOC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5321698607457117,5.054299618044126,0.5964,105.2,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ba00>,CCOC(=O)C1=C(COC(=O)C2=CC(=O)C2)OC1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.6536275958090806,3.165840229759576,0.2762,78.9,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7b990>,CC(=O)OC1C=C(C(=O)OCC2=C(C)COC2=O)CC(=O)O1,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5340832127498153,4.008081043490731,0.16539999999999977,105.2,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7ba70>,CC1=C2CC(=O)CCOC(=O)C=C1OC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5626375864210907,4.5253253814739365,0.6497,69.67000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7bae0>,COC1OC(=O)C(=O)C(O)C=C2NC(=O)COC(=O)C1=C2C,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.4338607499331102,5.376935352518844,-1.6808999999999992,128.23000000000002,0.289,0.643,1.0
<rdkit.Chem.rdchem.Mol object at 0x78399da7bb50>,CCOC(=O)C1=C2COC(=O)C#CCN1CCC(=O)C=CC2=O,2.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.3944126191296844,4.938996792735802,-0.2361000000000002,89.97999999999999,0.289,0.643,1.0
