molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x747105723920>,COC(=O)c1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,0.7254371634066018,1.8577522610035935,2.567000000000001,88.25999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723990>,Cc1c(C(=O)N2CCOCC2C2CC2)cnn1-c1ccncc1,0.8673070599576492,2.988730955781305,1.8267200000000001,60.25000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723a00>,Cc1cc(N)nc(SCCNS(=O)(=O)CCCO)n1,0.34444768357757777,2.663330008613274,-0.23887999999999948,118.19999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723a70>,Cn1ncc(Cl)c1-c1nn2c(-c3ccc(F)cc3)nnc2s1,0.5650397195354727,2.623116763780164,3.0458000000000007,60.900000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723ae0>,CNC(=O)c1cccc(CNc2cnn(-c3ccccc3F)c2)c1,0.7584135829418315,2.102920429408078,2.983100000000001,58.95,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723b50>,CCN(C)c1ccc(C(=O)Nc2c(C)nc3cc(C)nn3c2O)cc1,0.7635917567898817,2.5866318381833313,2.7601400000000007,82.76,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723bc0>,CNc1ncnc(Nc2ccc(Cl)cn2)c1N,0.7709847898944808,2.3822396587636323,1.8924999999999996,88.75,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723c30>,COC(=O)c1ccccc1NC(=O)CSc1nc2ccccc2[nH]1,0.5502398823763177,1.9212147437893492,3.080300000000001,84.07999999999998,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723ca0>,CCn1c(SCC(N)=O)nnc1-c1cc(N)ccc1OC,0.6114521470643272,2.2369645753393304,1.1332,109.05,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723d10>,COc1ccc(F)cc1NCc1cc(=O)n2ccsc2n1,0.8045060307081746,2.2838143896629397,2.5158000000000005,55.629999999999995,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723d80>,CC(=O)N1CCCC2(CCN(C(=O)c3cccnc3)CC2)C1,0.796407423001421,2.762235219314908,1.9463,53.510000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723df0>,Cc1ccc(NCCC(O)c2ccccc2Cl)cc1,0.8577462652744546,2.2720238093156713,4.184020000000003,32.26,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723e60>,CC(C)CCN1C(=O)CS(=O)(=O)c2ccc(N)cc21,0.8505112900151206,2.7854281290448792,1.4351999999999998,80.47,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723ed0>,Cc1c(C(=O)Nc2cccc(F)c2NC2CC2)oc2ccccc12,0.7307389077727008,2.2033115370216922,4.706920000000003,54.27,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x747105723f40>,CCCCN(CCO)S(=O)(=O)c1ccc(Cl)c2ncccc12,0.839387023185047,2.298457279002646,2.6713000000000005,70.5,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac040>,CCCCNC(=O)N1CCC(CCN2CCCC2=O)CC1,0.7639538595483418,2.212176697355247,2.2206,52.650000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac0b0>,CCCCCC(=O)Nc1ccc2oc(=O)cc(C)c2c1,0.6682643661176741,1.8970407953914368,3.6202200000000024,59.31,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac120>,C=CCN(CC=C)C(=O)c1ccccc1Br,0.7579967671514579,2.253556866956723,3.263300000000002,20.310000000000002,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac190>,CC(C)(C)OC(=O)N1CCCC(NC(=O)c2cc3ccccc3[nH]2)C1,0.8784653327125521,2.6084560653377586,3.297200000000001,74.43,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac200>,CCc1[nH]c(C(=O)N2CCN(CC(=O)Nc3cccnc3)CC2)c(C)c1C,0.8444845859359683,2.364092763457455,1.9854399999999994,81.33,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac2e0>,Cc1cc(C)n(-c2nc(SCC(=O)Nc3ccccc3C)n[nH]2)n1,0.695985625760532,2.433432577745675,2.6464600000000003,88.49,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac270>,CCN(CCC#N)S(=O)(=O)c1ccc(F)cc1C,0.8224076381530628,2.2565538875303766,2.0584,61.17,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac350>,CNS(=O)(=O)c1ccc(C)c(NC(=O)c2cccc(C)c2)c1,0.9090681351333249,1.763843357186758,2.4638400000000003,75.27000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac3c0>,CCC1CCN(C(=O)c2cccc(NC(=O)c3cccs3)c2)C1,0.9259402556833325,2.390572913823263,3.8725000000000023,49.410000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac430>,COCCNC(=O)C1COc2ccccc2C1c1ccc(OC)cc1,0.8207853689664573,2.9134864350192515,2.5983,56.790000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac4a0>,Cn1cncc1C1NCCc2c(O)ccc(Cl)c21,0.8276127768736474,3.4512334290379707,2.0141999999999998,50.08,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac510>,CCCOc1ccc(CNC(=O)c2ccon2)cc1F,0.8815096388624674,2.1805441354724096,2.5325000000000006,64.36,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac580>,Cc1ccc(-n2c(C)nc3ccc(N)cc3c2=O)cc1,0.6878414028451576,1.931836674512315,2.58474,60.910000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac5f0>,CCC(CC)c1nnc(NC(=O)C2CC=CC2)s1,0.830614699124975,2.690598231421779,3.346400000000002,54.88,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac660>,Cc1cc(C(=O)N2CCCC2c2noc(C3CC3)n2)c2ccccc2n1,0.7200998265252705,2.846412560383019,3.7809200000000027,72.12,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac6d0>,CNS(=O)(=O)c1cccc(C(=O)Nc2ccc3ccccc3n2)c1,0.7625624298450838,1.914688460098617,2.3952,88.16,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac740>,Cc1cccc(Oc2ncccc2NC(=O)Cc2c(C)noc2C)c1,0.762091421946757,2.190761962070468,3.9683600000000023,77.25,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac7b0>,CC(C)c1c(OC2CC2)nc2c(c1C#N)c(=O)n(C)c(=O)n2C,0.8479779678504425,2.9208421689385258,1.16848,89.91,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac820>,Cn1ccnc1SCCNc1ccccc1Cl,0.6660643354752881,2.109447115592518,3.277700000000001,29.85,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac890>,CCN(CC)C(=O)C1CCN(S(C)(=O)=O)CC1,0.7422240512353611,2.1035158126097873,0.5263999999999995,57.690000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac900>,CCN(CC)C(=O)c1ccc(OCC(F)F)nc1,0.7852646896825086,2.3334574982054175,2.2075000000000005,42.43000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac970>,COCc1ccc(CNS(=O)(=O)c2cccc(Cl)c2)cc1,0.8880199793008313,1.7729419255169159,2.964900000000001,55.4,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ac9e0>,CCN1CC(C(=O)c2ccc(Br)cc2)CC1=O,0.8036997268004731,2.5144272632345466,2.5002000000000013,37.38,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aca50>,Cn1cn[nH]c1=NC(=O)CNC(=O)c1cc(Cl)cc(Cl)c1,0.8772067637784049,3.0373605965594903,0.9123000000000001,92.13999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acac0>,COc1ccc(C(=O)Nc2ccc(Cl)cc2OCC(F)F)nn1,0.8723568628644397,2.361111647973834,3.0348000000000006,73.34,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acb30>,CC(=O)Nc1ccc(CCC(=O)N(C)C(C)C)cc1,0.8857334507650653,1.835869758004156,2.444400000000001,49.410000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acba0>,CCCN(CC(=O)NC)c1cc(Cl)ccc1C#N,0.8877614742848053,2.408359539021742,2.17408,56.13,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acc10>,Cc1cc(=O)c(C(=O)Nc2ccccc2C(=O)NC(C)(C)C)c[nH]1,0.8085251406959684,2.3194268868302537,2.46392,91.06,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acc80>,COc1ccc(C)cc1NC(=O)CS(=O)(=O)c1ccccc1F,0.9099829816639592,1.9286474652815269,2.5551200000000005,72.47,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129accf0>,Cn1cc(NC(=O)Nc2nc(-c3c(F)cccc3F)cs2)cn1,0.7697576341742791,2.357092435695728,3.4658000000000015,71.84,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acd60>,COCCn1ccc(NCc2cnc(-c3cccnc3)s2)n1,0.7259468372976832,2.5526729429855735,2.660100000000001,64.86,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acdd0>,CN(C)c1ccc(C#CCNC(=O)c2cnc(-c3ccccc3)nc2)cc1,0.7303612343558654,2.290882766571748,2.991100000000001,58.120000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ace40>,Cc1nc(C)n(CC(=O)N(C)Cc2cccc(F)c2)n1,0.8536232265434621,2.2178086625243036,1.6926399999999997,51.02,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aceb0>,CCS(=O)(=O)c1cccc(-c2nnc(NC(C)=O)o2)c1,0.9163497628683482,2.2644223688180105,1.4886000000000001,102.16000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acf20>,Cc1nc(-c2cc(NCc3cccnc3)nc3[nH]ccc23)cc(C2CC2)n1,0.5597802127560035,2.7207890582352956,4.212820000000002,79.38000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129acf90>,CNC(=O)CCN(C)C(=O)c1c(C)noc1-c1ccc(Cl)cc1,0.9105627615969001,2.36874416857823,2.51152,75.44,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad000>,CC1(c2ccccc2)CC1NC(=O)Cc1cccc(OCC#N)c1,0.8898253289244437,3.1086481867791163,2.9778800000000016,62.12,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad070>,CC(C)n1nccc1NC(=O)CN1C(=O)CSc2ccccc21,0.9353417925998427,2.401204151672058,2.5414000000000003,67.23,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad0e0>,COc1ccc(-c2cc3nn(-c4ccccc4)c(C)c3c(=O)n2C)cc1,0.5686695048795538,2.2789509031850734,3.7082200000000016,49.050000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad150>,CC(C)(C)CNC(=O)c1cn(-c2ccccc2)c2ncccc12,0.7997353713090939,2.1906233232696906,3.8014000000000028,46.92,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad1c0>,CC(C)(C)c1ccc(OCCNC(=O)CC#N)cc1,0.8267853622311556,2.03347912103931,2.39278,62.12,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad230>,Cc1cccc(C(=O)NCC(C)c2nc(-c3ccccc3)no2)c1,0.7796998605049679,2.4322816943073704,3.578520000000002,68.02000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad2a0>,Cc1cc(NC(=O)CN(C)C(=O)C2CCCC2)no1,0.8962215124438109,2.185779277341643,1.57012,75.44,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad310>,COc1ccc(C(=O)NCC#CCOc2cccnc2)cc1OC,0.8213533290857876,2.2415966835886802,1.911,69.68,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad380>,Cn1ccc(CN2CCC(c3nc4cc(Cl)ccc4o3)C2)c1,0.7368127832243415,2.9340288319522685,3.8092000000000024,34.2,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad3f0>,COc1ccc(Cl)cc1C(=O)N(C)Cc1ccncc1,0.8691125689790289,1.8697070041826453,3.0158000000000014,42.43,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad460>,Cc1cccc2c1CNCC2NC(=O)C1CCCO1,0.8456115666886789,3.365177114395099,1.4345199999999998,50.36,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad4d0>,CC(C)(C)CC#CCN1CCN(C(=O)CC2CCCO2)CC1,0.749030646262485,3.151417495103634,2.1393000000000004,32.78,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad540>,CC(O)(C(=O)NC1CCCCC1)c1ccc(F)cc1,0.8817850901610496,2.551756368580307,2.4821,49.33,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad5b0>,Cc1ccc(NC(=O)CCSc2ccncc2)cc1,0.846870679200163,1.8316534190489921,3.5109200000000014,41.99,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad620>,Cc1cccc(C(C)C)c1NC(=O)N1CCC2(CCC(=O)N(C)C2)CC1,0.8701343510485281,2.994934483459943,3.984720000000003,52.650000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad690>,COc1ncccc1C(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1,0.6701819233345406,2.2556768143939507,1.3176999999999996,122.98999999999998,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad700>,CN(CCOc1ccccc1)C(=O)c1ccccc1F,0.8378567217419066,1.6609975767679561,2.976700000000002,29.54,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad770>,Cc1nc(C)n(CC2CCCN2CC(F)(F)C(F)F)n1,0.7812114793063513,3.4849650201569506,2.25974,33.95,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad7e0>,Cn1ncc(N2CCCC(C(=O)Nc3cc[nH]n3)C2)cc1=O,0.8531278871420032,3.3441604940401817,0.3584999999999995,95.91,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad850>,Cc1nnc(SC(C(=O)NC2CCCCC2)C(C)C)n1N,0.6402031805919615,3.002070564030574,1.8659199999999998,85.83,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad8c0>,CC(=O)Nc1ccc(NC(=O)NCC(=O)Nc2ccc(F)cc2)cc1,0.6705834625371769,1.6993670603524649,2.5443,99.33000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad930>,COc1ccc(COC(=O)Cn2nc(C)cc2C)cc1F,0.7940403835588303,2.0586475992120103,2.3910400000000003,53.35,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ad9a0>,Cc1cc(CSc2nnc(NCc3ccccc3)s2)no1,0.6985568081744526,2.2191815856927164,3.738920000000002,63.84,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ada10>,CCc1ccc(CCC(=O)N2CCN(S(N)(=O)=O)CC2)cc1,0.8569000367367308,1.9985790948916744,0.5293000000000007,83.71000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ada80>,CC(NC(=O)NCc1ccccc1)c1ccc(-n2cncn2)cc1,0.7588374369442316,2.391147523261024,2.827700000000001,71.84,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adaf0>,Cc1cc(C(=O)Nc2nc(-c3ccncc3)cs2)oc1C,0.800934792804559,2.2855936204321683,3.6672400000000023,68.02000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adb60>,Cc1csc(=O)n1CC(=O)N1CC=C(c2ccccc2Cl)CC1,0.8544926143787057,2.488684151672059,3.187520000000002,42.31,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adbd0>,CCN(CC)C(=O)N1CCC(C(=O)Nc2ccccc2Cl)CC1,0.914430830723793,1.965948907589219,3.452300000000002,52.650000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adc40>,CCCCS(=O)(=O)N1CCC(Oc2ccccc2)CC1,0.810737652083448,2.0103749047031787,2.659700000000001,46.61,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adcb0>,Cc1cccc(NS(=O)(=O)c2ccc(O)cc2)c1,0.8937400215908896,1.6268354259919153,2.5014200000000004,66.4,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129add20>,Cc1ccccc1CN(C)C(=O)NCc1ccnn1C,0.9260003786575316,2.201918267918911,2.07012,50.160000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129add90>,Cc1ncc(Cl)c(C(=O)Nc2cccc(C(=O)NC(C)C)c2)n1,0.901311882673362,2.0542057070397686,2.828920000000001,83.98,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ade00>,CC(C)(C)NC(=O)C1CC(=O)N(Cc2ccccc2F)C1,0.9271201400380049,2.5348009423636757,2.0888999999999998,49.410000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ade70>,COc1ccnc(NC(=O)Cc2c(Cl)cccc2Cl)c1,0.938748610019315,1.9612523338529773,3.5782000000000016,51.22,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adee0>,CCCn1nc(C(=O)NC2CCc3c(Cl)cccc32)ccc1=O,0.9365199066898248,2.7642449740707082,2.724000000000001,63.99,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adf50>,CC(=O)NC(C)c1nc2ccccc2n1Cc1ccccc1,0.8021376278787067,2.2607473072269944,3.2817000000000016,46.92,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129adfc0>,Cc1nc(C(=O)N2CCC(C)Sc3ccccc32)cs1,0.7986524066654157,2.8794277731933864,3.9826200000000034,33.2,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae030>,COc1cc(NC(=O)CN2C(=O)COc3ccccc32)cc(OC)c1,0.9000209523617128,2.032373663045549,2.0678999999999994,77.10000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae0a0>,CCC1CN(C(=O)CCc2ccsc2)CCO1,0.8238858135871053,2.7519445350205114,2.3181000000000003,29.540000000000003,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae110>,Cc1cc(C(=O)N2CCC(c3nncn3C3CC3)CC2)[nH]n1,0.9346732342093438,2.8642750055384045,1.6643199999999998,79.7,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae180>,Cc1cc(C)c2c(OCC(=O)NCCO)nn(C)c2n1,0.8077643293472994,2.4136360751117163,0.07243999999999945,89.27,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae1f0>,Cc1nc2n(n1)CCCC2NC(=O)c1csc(-c2ccoc2)n1,0.7979290709666065,3.3792393995763153,2.567920000000001,85.84,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae260>,COCC(=O)NC(CC(=O)OC)c1cccc(Cl)c1Cl,0.817414475957936,2.6019906611825903,2.3602,64.63,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae2d0>,Cc1cc(C)c2c(=O)n(CC(=O)NC(C)C)sc2n1,0.9278586005074642,2.7619928349272325,1.5994399999999995,63.99,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae340>,CC1CN(CCSc2ccccc2N)CCO1,0.6575770973862917,2.7080437500911554,2.0816,38.489999999999995,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae3b0>,CC(C)(CO)C(=O)NCC(=O)Nc1ccc(Cl)cc1,0.7649318467279718,1.9906290340222554,1.4132,78.43,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae420>,CN1C(=O)COc2ccc(C(=O)C3CCCCN3)cc21,0.8274589911700025,2.9223702833148444,1.3665999999999996,58.64,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae490>,COc1cc(C=Cc2nc(-c3ccc(C#N)cn3)no2)ccc1O,0.7874953167754865,2.5844836401104203,2.8878800000000013,105.06,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae500>,Cc1cc(C)nc(C(C#N)C(=O)c2cc(Cl)cc(Cl)c2)n1,0.8047398868737751,2.998217136695658,3.8903200000000027,66.64,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae570>,CCOC(=O)CN1CCN(C(=O)CSc2ncccn2)CC1,0.4223938729798756,2.158551928615328,0.27599999999999913,75.63,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae5e0>,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C,0.7808052765568319,2.166685251542466,2.24932,90.53999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae650>,Cc1ccccc1Cc1cnc(NC(=O)c2ccncc2)s1,0.7994123166244591,2.061664462955987,3.6896200000000023,54.88,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae6c0>,CC(=O)Nc1ccc(C)c(NS(=O)(=O)c2ccc(C)cc2C)c1,0.9011286452168306,1.8759169441897132,3.3710600000000017,75.27000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae730>,Cc1nn(C)cc1S(=O)(=O)Nc1ccccc1N,0.8142609019017467,2.1836279848616176,1.1115199999999998,90.01,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae7a0>,C=CCNS(=O)(=O)c1ccc(C(=O)Nc2cccc(C)n2)cc1,0.7935945454377572,2.073120301819987,2.1066200000000004,88.16,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae810>,CC(C)NC(=O)CN1CCc2nc(NC(=O)C3CCC3)sc2C1,0.8592107785387988,2.3400849652815268,1.7643999999999993,74.33000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae880>,CC(C)CC(=O)N1CCc2c(nc(-c3ccccc3)[nH]c2=O)C1,0.9460892833352171,2.404808412027087,2.3677,66.06,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae8f0>,CC(C)(C)C(=O)N1CCCC1C(=O)OCC(=O)c1ccccc1,0.6319075248412644,2.477249437299786,2.4496,63.68,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae960>,COCCNC(=O)C1CCCN(C(=O)Cc2cccc(F)c2)C1,0.8049182184689353,2.3984658024730727,1.3694000000000004,58.64,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129ae9d0>,Cc1noc(CCCC(=O)Nc2cnn(CC3=CCCOC3)c2)n1,0.7784643278942007,2.9272923644295776,1.88262,95.07000000000002,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aea40>,CCC1CN(Cc2ccc(OC3CCCC3)nc2)CC(C)O1,0.8348172285238474,3.1800282675678293,3.402300000000002,34.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aeab0>,Cc1cccc(NC(=O)CCNS(=O)(=O)c2ccc(C#N)cc2)n1,0.8258567561516563,2.0964693137489157,1.5688,111.95,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aeb20>,C=CCn1c(=O)c(=O)n(CCO)c2cc(S(=O)(=O)N(C)C)ccc21,0.5619760076064545,2.5555424193746337,-0.40819999999999945,101.61,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129aeb90>,COc1ccc(C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)c(O)c1,0.8969007129176602,1.765525125667434,2.889100000000001,78.87,0.992,1.0,0.785
